Address,City,state,matchAddress,Style,Style2,yearBuilt,propertyRank,currentUse,buildingName,communityArea,architect,buildingType,chicagoLandmarkLink,latitude,longitude,imageLink,photoCredit,photoCreditLink,webLink
1016 N Hoyne Avenue,Chicago,IL,1016-n-hoyne-avenue,Romanesque,Classical,1904,Possesses potentially significant architectural or historical features(OR),,,West Town ,Worthmann & Steinbach,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706314018&formNumber=242606003,41.900082,-87.679936,https://chicagoarchitecturedata.com/static/images/assessor_images/17063140180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1016-n-hoyne-avenue/
1047 N Hoyne Avenue,Chicago,IL,1047-n-hoyne-avenue,Romanesque,,1893,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706311005&formNumber=242606013,41.900887,-87.679334,https://chicagoarchitecturedata.com/static/images/assessor_images/17063110050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1047-n-hoyne-avenue/
1036 N Hoyne Avenue,Chicago,IL,1036-n-hoyne-avenue,Romanesque,Art Nouveau,1899,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706310043&formNumber=242606007,41.900578,-87.679949,https://chicagoarchitecturedata.com/static/images/assessor_images/17063100430000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1036-n-hoyne-avenue/
1103 N Hoyne Avenue,Chicago,IL,1103-n-hoyne-avenue,Romanesque,Eastlake,1872,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706307008&formNumber=242606019,41.901545,-87.679352,https://chicagoarchitecturedata.com/static/images/assessor_images/17063070080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1103-n-hoyne-avenue/
1442 N Paulina Street,Chicago,IL,1442-n-paulina-street,Romanesque,Queen Anne,1879,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706213041&formNumber=243208077,41.908156,-87.670378,https://chicagoarchitecturedata.com/static/images/assessor_images/17062130410000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1442-n-paulina-street/
1256 S Avers Avenue,Chicago,IL,1256-s-avers-avenue,Romanesque,,1897,Possesses potentially significant architectural or historical features(OR),,,North Lawndale ,"Mcmullen, Henry J.",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1623102038&formNumber=292408003,41.864527,-87.721818,https://chicagoarchitecturedata.com/static/images/assessor_images/16231020380000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1256-s-avers-avenue/
220 W St Paul Avenue,Chicago,IL,220-w-st-paul-avenue,Romanesque,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433417028&formNumber=07OLDT399,41.91384,-87.635736,https://chicagoarchitecturedata.com/static/images/assessor_images/14334170280000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/220-w-st-paul-avenue/
859 W Oakdale Avenue,Chicago,IL,859-w-oakdale-avenue,Queen Anne,"Romanesque, Q-Anne, Class.",,Possesses potentially significant architectural or historical features(OR),,,Lakeview ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429222001&formNumber=064403083,41.935337,-87.650665,https://chicagoarchitecturedata.com/static/images/building_images/859-w-oakdale-avenue-1463453882.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/859-w-oakdale-avenue/
835 N Wolcott Avenue,Chicago,IL,835-n-wolcott-avenue,Queen Anne,Classical,1882,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706435009&formNumber=242605035,41.897032,-87.674297,https://chicagoarchitecturedata.com/static/images/building_images/835-n-wolcott-avenue-1424065084.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/835-n-wolcott-avenue/
824 W Oakdale Avenue,Chicago,IL,824-w-oakdale-avenue,Queen Anne,"Queen Anne, Classical, Roman",1901,Possesses potentially significant architectural or historical features(OR),,,Lakeview ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429218039&formNumber=064403064,41.935709,-87.650173,https://chicagoarchitecturedata.com/static/images/building_images/824-w-oakdale-avenue-1463455688.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/824-w-oakdale-avenue/
3633 S Ellis Avenue,Chicago,IL,3633-s-ellis-park,Queen Anne,,1895,Possesses potentially significant architectural or historical features(OR),,,Oakland ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1734410015&formNumber=360206011,41.828938,-87.607641,https://chicagoarchitecturedata.com/static/images/building_images/3633-s-ellis-park-1463457692.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/3633-s-ellis-park/
2431 W Roosevelt Road,Chicago,IL,2431-w-roosevelt-road,Queen Anne,"Romanesque, Classical",1897,Possesses potentially significant architectural or historical features(OR),St. Paul Pentecostal Church,Vorwaerts Turnverein Hall,Near West Side ,"Pfeiffer, George L.",Club,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1624205016&formNumber=282516007,41.86637,-87.687334,https://chicagoarchitecturedata.com/static/images/building_images/2431-w-roosevelt-road-1454271841.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/2431-w-roosevelt-road/
2115 S Millard Avenue,Chicago,IL,2115-s-millard-avenue,Queen Anne,Eastlake,1881,Possesses potentially significant architectural or historical features(OR),,,North Lawndale ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1623327040&formNumber=292403004,41.85362,-87.715898,https://chicagoarchitecturedata.com/static/images/building_images/2115-s-millard-avenue-1460691203.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/2115-s-millard-avenue/
130 W Van Buren Street,Chicago,IL,130-w-van-buren-street,Queen Anne,Classical,1897,Possesses potentially significant architectural or historical features(OR),,LaSalle/Van Buren,Loop ,,Elevated Station,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1716231003&formNumber=320135037,41.876949,-87.633292,https://chicagoarchitecturedata.com/static/images/building_images/130-w-van-buren-street-1447380274.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/130-w-van-buren-street/
1344 E Madison Park,Chicago,IL,1344-e-madison-park,Queen Anne,Classical,,Possesses potentially significant architectural or historical features(OR),,,New City ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011212065&formNumber=61KNWD092,41.803412,-87.593308,https://chicagoarchitecturedata.com/static/images/assessor_images/20112120650000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1344-e-madison-park/
1349 E 50th Street,Chicago,IL,1349-e-50th-street,Queen Anne,,,(GN),,,Kenwood ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011212033&formNumber=39KNWD393,41.803936,-87.593163,https://chicagoarchitecturedata.com/static/images/assessor_images/20112120330000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1349-e-50th-street/
1347 E 50th Street,Chicago,IL,1347-e-50th-street,Queen Anne,,,(GN),,,Kenwood ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011212032&formNumber=39KNWD392,41.803935,-87.593245,https://chicagoarchitecturedata.com/static/images/assessor_images/20112120320000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1347-e-50th-street/
1327 E 50th Street,Chicago,IL,1327-e-50th-street,Queen Anne,,,(GN),,,Kenwood ,"Pruyn Jr., William H.",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011212023&formNumber=39KNWD382,41.803927,-87.593948,https://chicagoarchitecturedata.com/static/images/assessor_images/20112120230000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1327-e-50th-street/
721 W 50th Street,Chicago,IL,721-w-50th-street,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,New City ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2009112022&formNumber=611102001,41.803179,-87.643836,https://chicagoarchitecturedata.com/static/images/assessor_images/20091120220000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/721-w-50th-street/
254 W 31st Street,Chicago,IL,254-w-31st-street,Queen Anne,,1883,Possesses potentially significant architectural or historical features(OR),Richland Chinese/American Film Center,,Armour Square ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1728435028&formNumber=340101004,41.838459,-87.633857,https://chicagoarchitecturedata.com/static/images/assessor_images/17284350280000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/254-w-31st-street/
327 W 24th Street,Chicago,IL,327-w-24th-street,Queen Anne,"Queen Anne, Flemish",1888,Possesses potentially significant architectural or historical features(OR),,,Armour Square ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1728221005&formNumber=340105004,41.848854,-87.635754,https://chicagoarchitecturedata.com/static/images/assessor_images/17282210050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/327-w-24th-street/
231 W 23rd Place,Chicago,IL,231-w-23rd-place,Queen Anne,Classical,,Possesses potentially significant architectural or historical features(OR),,,Armour Square ,"Fiedler, August",School,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1728220035&formNumber=340105010,41.850704,-87.633244,https://chicagoarchitecturedata.com/static/images/assessor_images/17282200350000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/231-w-23rd-place/
1759 W Cullerton Street,Chicago,IL,1759-w-cullerton-street,Queen Anne,"Gothic, 2nd Empire, Romanesq",1889,Possesses potentially significant architectural or historical features(OR),Victor's Grocery,,Lower West Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1719420001&formNumber=312512011,41.854788,-87.670853,https://chicagoarchitecturedata.com/static/images/assessor_images/17194200010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1759-w-cullerton-street/
1619 W 17th Street,Chicago,IL,1619-w-17th-street,Queen Anne,"Neo-Grec, 2nd Emp., Italian.",1884,Possesses potentially significant architectural or historical features(OR),,,Lower West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1719407016&formNumber=312512033,41.858432,-87.667037,https://chicagoarchitecturedata.com/static/images/assessor_images/17194070160000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1619-w-17th-street/
1628 W Adams Street,Chicago,IL,1628-w-adams-street,Queen Anne,,1879,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718215005&formNumber=282709007,41.879209,-87.66797,https://chicagoarchitecturedata.com/static/images/assessor_images/17182150050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1628-w-adams-street/
2257 W Monroe Street,Chicago,IL,2257-w-monroe-street,Queen Anne,,1879,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718107002&formNumber=282710009,41.879715,-87.683715,https://chicagoarchitecturedata.com/static/images/assessor_images/17181070020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2257-w-monroe-street/
1510 W Jackson Boulevard,Chicago,IL,1510-w-jackson-boulevard,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1717110036&formNumber=28JACK009,41.877927,-87.664867,https://chicagoarchitecturedata.com/static/images/assessor_images/17171100360000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1510-w-jackson-boulevard/
222 S Laflin Street,Chicago,IL,222-s-laflin-street,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1717110024&formNumber=28JACK033,41.878237,-87.66469,https://chicagoarchitecturedata.com/static/images/assessor_images/17171100240000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/222-s-laflin-street/
228 W Illinois Street,Chicago,IL,228-w-illinois-street,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,Fire House,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709244005&formNumber=084207048,41.891015,-87.635288,https://chicagoarchitecturedata.com/static/images/assessor_images/17092440050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/228-w-illinois-street/
1470 W Erie Street,Chicago,IL,1470-w-erie-street,Queen Anne,,1889,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1708112020&formNumber=242601019,41.893647,-87.665061,https://chicagoarchitecturedata.com/static/images/assessor_images/17081120200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1470-w-erie-street/
1553 W Chicago Avenue,Chicago,IL,1553-w-chicago-avenue,Queen Anne,,1896,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1708100002&formNumber=242601008,41.8958,-87.666925,https://chicagoarchitecturedata.com/static/images/assessor_images/17081000020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1553-w-chicago-avenue/
2240 W Warren Boulevard,Chicago,IL,2240-w-warren-boulevard,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1707325030&formNumber=282718052,41.8824,-87.68315,https://chicagoarchitecturedata.com/static/images/assessor_images/17073250300000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2240-w-warren-boulevard/
1629 W Grand Avenue,Chicago,IL,1629-w-grand-avenue,Queen Anne,,1891,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1707228011&formNumber=242602015,41.890742,-87.668362,https://chicagoarchitecturedata.com/static/images/assessor_images/17072280110000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1629-w-grand-avenue/
2017 W Walton Street,Chicago,IL,2017-w-walton-street,Queen Anne,,1909,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706323014&formNumber=242606044,41.898375,-87.677868,https://chicagoarchitecturedata.com/static/images/assessor_images/17063230140000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2017-w-walton-street/
1432 N Paulina Street,Chicago,IL,1432-n-paulina-street,Queen Anne,,1899,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706213045&formNumber=243208076,41.907892,-87.67037,https://chicagoarchitecturedata.com/static/images/assessor_images/17062130450000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1432-n-paulina-street/
1246 N Hoyne Avenue,Chicago,IL,1246-n-hoyne-avenue,Queen Anne,,1891,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706126035&formNumber=243209010,41.904609,-87.680103,https://chicagoarchitecturedata.com/static/images/assessor_images/17061260350000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1246-n-hoyne-avenue/
1338 N Claremont Avenue,Chicago,IL,1338-n-claremont-avenue,Queen Anne,,1904,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706114032&formNumber=243209121,41.906039,-87.686243,https://chicagoarchitecturedata.com/static/images/assessor_images/17061140320000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1338-n-claremont-avenue/
1435 N Bosworth Avenue,Chicago,IL,1435-n-bosworth-avenue,Queen Anne,Neo-Grec,1901,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1705108010&formNumber=243207063,41.908069,-87.666058,https://chicagoarchitecturedata.com/static/images/assessor_images/17051080100000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1435-n-bosworth-avenue/
232 W Chicago Avenue,Chicago,IL,232-w-chicago-avenue,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),Skyline Designs,,Near North Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704446006&formNumber=084211020,41.896859,-87.63554,https://chicagoarchitecturedata.com/static/images/assessor_images/17044460060000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/232-w-chicago-avenue/
3231 W Walnut Street,Chicago,IL,3231-w-walnut-street,Queen Anne,,1884,Possesses potentially significant architectural or historical features(OR),,,East Garfield Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1611411042&formNumber=272811019,41.885119,-87.707558,https://chicagoarchitecturedata.com/static/images/assessor_images/16114110420000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/3231-w-walnut-street/
3801 W Grand Avenue,Chicago,IL,3801-w-grand-avenue,Queen Anne,,1887,Possesses potentially significant architectural or historical features(OR),Blue Marlin Restaurant,,Humboldt Park ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1602128008&formNumber=233108003,41.904029,-87.721695,https://chicagoarchitecturedata.com/static/images/assessor_images/16021280080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/3801-w-grand-avenue/
303 W Eugenie Street,Chicago,IL,303-w-eugenie-street,Queen Anne,,1881,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433420018&formNumber=07OLDT081,41.912636,-87.636969,https://chicagoarchitecturedata.com/static/images/assessor_images/14334200180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/303-w-eugenie-street/
228 W St Paul Avenue,Chicago,IL,228-w-st-paul-avenue,Queen Anne,,1896,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433417016&formNumber=07OLDT402,41.913844,-87.636011,https://chicagoarchitecturedata.com/static/images/assessor_images/14334170160000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/228-w-st-paul-avenue/
1760 N Clark Street,Chicago,IL,1760-n-clark-street,Queen Anne,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433414008&formNumber=074304015,41.91465,-87.634108,https://chicagoarchitecturedata.com/static/images/assessor_images/14334140080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1760-n-clark-street/
233 W Menomonee Street,Chicago,IL,233-w-menomonee-street,Queen Anne,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433413005&formNumber=07OLDT227,41.914609,-87.636173,https://chicagoarchitecturedata.com/static/images/assessor_images/14334130050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/233-w-menomonee-street/
2216 N Sedgwick Street,Chicago,IL,2216-n-sedgwick-street,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433114023&formNumber=07MIDN347,41.922523,-87.639212,https://chicagoarchitecturedata.com/static/images/assessor_images/14331140230000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2216-n-sedgwick-street/
1907 N Bissell Street,Chicago,IL,1907-n-bissell-street,Queen Anne,Eastlake,1889,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1432408025&formNumber=074306039,41.916191,-87.651748,https://chicagoarchitecturedata.com/static/images/assessor_images/14324080250000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1907-n-bissell-street/
1615 N Winchester Avenue,Chicago,IL,1615-n-winchester-avenue,Queen Anne,,,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1431425018&formNumber=243211002,41.911041,-87.675922,https://chicagoarchitecturedata.com/static/images/assessor_images/14314250180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1615-n-winchester-avenue/
1632 N Winchester Avenue,Chicago,IL,1632-n-winchester-avenue,Queen Anne,,1879,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1431424030&formNumber=243211007,41.911484,-87.67662,https://chicagoarchitecturedata.com/static/images/assessor_images/14314240300000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1632-n-winchester-avenue/
1456 W Fletcher Street,Chicago,IL,1456-w-fletcher-street,Queen Anne,,1900,Possesses potentially significant architectural or historical features(OR),,,Lakeview ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429101018&formNumber=064404015,41.939093,-87.666064,https://chicagoarchitecturedata.com/static/images/assessor_images/14291010180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1456-w-fletcher-street/
437 W Roslyn Place,Chicago,IL,437-w-roslyn-place,Queen Anne,,1896,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1428321008&formNumber=07ARRO018,41.927535,-87.640366,https://chicagoarchitecturedata.com/static/images/assessor_images/14283210080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/437-w-roslyn-place/
116 W Illinois Street,Chicago,IL,116-w-illinois-street,Prairie,,1915,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,Huehl & Schmid,Manufacturing,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709246011&formNumber=084207020,41.891061,-87.631981,https://chicagoarchitecturedata.com/static/images/assessor_images/17092460110000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/116-w-illinois-street/
1500 S Western Avenue,Chicago,IL,1500-s-western-avenue,Prairie,,,Possesses potentially significant architectural or historical features(OR),Midland Warehouses,,Near West Side ,"Joy, Samuel Scott",Warehouse,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1624224001&formNumber=282516014,41.860714,-87.686793,https://chicagoarchitecturedata.com/static/images/assessor_images/16242240010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1500-s-western-avenue/
1057 W Oakdale Avenue,Chicago,IL,1057-w-oakdale-avenue,Prairie,Classical,1916,Possesses potentially significant architectural or historical features(OR),,Arnold Hottinger House ,Lakeview ,"Strauch, Moriz F.",2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429220040&formNumber=064403054,41.935051,-87.656106,https://chicagoarchitecturedata.com/static/images/assessor_images/14292200400000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1057-w-oakdale-avenue/
2639 W Fullerton Avenue,Chicago,IL,2639-w-fullerton-avenue,Neo-Grec,Italiante,1891,Possesses potentially significant architectural or historical features(OR),,,Logan Square ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1336201015&formNumber=223303002,41.924538,-87.694108,https://chicagoarchitecturedata.com/static/images/assessor_images/13362010150000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2639-w-fullerton-avenue/
1634 W Polk Street,Chicago,IL,1634-w-polk-street,Modern,,1964,,,Union Health Service Inc.,,,,,41.872013,-87.667876,https://chicagoarchitecturedata.com/static/images/building_images/1634-w-polk-street-1447725744.jpg.300x300_q85_crop.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/1634-w-polk-street/
213 W Willow Street,Chicago,IL,213-w-willow-street,Modern,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Double House,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433417008&formNumber=07OLDT424,41.914068,-87.635482,https://chicagoarchitecturedata.com/static/images/assessor_images/14334170080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/213-w-willow-street/
